,genes,pagerank
906,Psmc3,-3.97E-05
907,Slc39a13,5.71E-06
908,Spi1,1.61E-05
909,Madd,2.88E-05
910,Nr1h3,6.88E-05
911,Acp2,-1.20E-05
912,Ddb2,2.74E-05
913,Pacsin3,-7.08E-05
914,Arfgap2,-2.49E-05
915,1110051M20Rik,1.24E-05
916,Lrp4,1.77E-05
917,Ckap5,3.28E-05
918,Arhgap1,4.50E-05
919,Atg13,4.38E-05
920,Ambra1,2.25E-05
921,Mdk,-2.69E-06
922,Dgkz,6.54E-06
923,Creb3l1,2.71E-05
924,Phf21a,2.81E-05
925,Pex16,1.55E-05
926,Mapk8ip1,3.67E-05
927,Cry2,-1.44E-05
928,Slc35c1,-1.76E-05
929,Chst1,-4.92E-05
930,Prdm11,4.20E-05
931,Trp53i11,4.28E-05
932,Tspan18,6.01E-06
933,Cd82,-2.39E-05
934,Ext2,2.25E-05
935,Gm13889,-0.00018189
936,Alkbh3,-3.67E-06
937,Hsd17b12,-1.48E-06
938,Ttc17,6.15E-05
939,Api5,0.000115459
940,B230118H07Rik,-3.02E-05
941,Traf6,-3.65E-06
942,Prr5l,1.81E-05
943,Commd9,-1.73E-05
944,Ldlrad3,7.75E-06
945,Trim44,4.87E-05
946,Pamr1,-0.000161732
947,Cd44,0.000121795
948,Pdhx,1.79E-05
949,Apip,-0.000111567
950,Cat,5.40E-05
951,Nat10,2.85E-05
952,Caprin1,-2.71E-05
953,Lmo2,1.36E-05
954,Fbxo3,7.84E-05
955,Cd59b,-4.50E-05
956,Cd59a,-9.49E-05
957,Hipk3,3.87E-05
958,Cstf3,-2.52E-05
959,Qser1,8.87E-05
960,Eif3m,-3.63E-06
961,Rcn1,1.26E-05
962,Immp1l,-6.07E-05
963,Dnajc24,4.66E-06
964,Arl14ep,1.53E-05
965,Mettl15,-0.000392636
966,Bdnf,-0.000106209
967,Lin7c,-0.000101895
968,Ccdc34,3.87E-05
969,Fibin,2.24E-05
970,Lpcat4,2.51E-05
971,Nop10,-6.30E-05
972,Slc12a6,5.37E-06
973,Emc4,1.07E-05
974,Katnbl1,2.56E-05
975,Emc7,1.57E-05
976,Aven,-2.98E-06
977,Actc1,-2.74E-06
978,Aqr,-8.37E-06
979,Dph6,4.97E-06
980,Meis2,-3.42E-05
981,Spred1,0.000103945
982,Fam98b,-1.40E-05
983,Rasgrp1,3.84E-07
984,Thbs1,4.38E-05
985,Srp14,-2.06E-05
986,Inafm2,-0.000108734
987,Ivd,9.70E-05
988,Bahd1,1.67E-05
989,Chst14,6.72E-05
990,Ccdc32,8.11E-06
991,Rmdn3,-5.98E-05
992,Dnajc17,3.88E-05
993,Zfyve19,-1.98E-05
994,Vps18,1.09E-05
995,Dll4,-7.02E-05
996,Ino80,-6.15E-05
997,Chp1,3.45E-05
998,1700020I14Rik,5.22E-06
999,Ndufaf1,1.62E-05
1000,Rtf1,3.43E-05
1001,Rpap1,4.53E-05
1002,Mga,7.05E-05
1003,Jmjd7,-4.68E-05
1004,Ehd4,-0.00010539
1005,Vps39,-5.90E-05
1006,Tmem87a,4.37E-05
1007,Ganc,-1.66E-05
1008,Zfp106,0.000110689
1009,Snap23,-2.70E-05
1010,Lrrc57,3.12E-05
1011,Haus2,-3.28E-05
1012,Cdan1,7.48E-06
1013,Ttbk2,2.53E-05
1014,Ubr1,-1.35E-06
1015,Tmem62,1.42E-05
1016,Ccndbp1,-6.70E-05
1017,Lcmt2,-3.49E-06
1018,Zscan29,1.43E-05
1019,Tubgcp4,-6.47E-06
1020,Trp53bp1,1.87E-05
1021,Map1a,2.92E-05
1022,Ppip5k1,4.23E-07
1023,Pdia3,-2.64E-05
1024,Serf2,-5.85E-05
1025,Hypk,-2.88E-05
1026,Mfap1b,0.000130945
1027,Mfap1a,-4.14E-06
1028,Wdr76,-3.33E-05
1029,Casc4,7.82E-05
1030,Ctdspl2,3.64E-05
1031,Eif3j1,3.40E-05
1032,Spg11,9.14E-06
1033,B2m,0.000138739
1034,Sord,0.000127626
1035,AA467197,-7.70E-05
1036,Slc30a4,1.48E-05
1037,Bloc1s6,1.13E-05
1038,Sema6d,1.06E-05
1039,Slc24a5,-3.51E-06
1040,Myef2,-1.51E-05
1041,Dut,2.72E-05
1042,Fbn1,7.18E-05
1043,Eid1,9.48E-05
1044,Secisbp2l,7.27E-05
1045,Cops2,4.53E-05
1046,Galk2,8.86E-05
1047,Fgf7,-0.000114117
1048,Atp8b4,-0.000147057
1049,Hdc,-1.47E-05
1050,Gabpb1,2.04E-06
1051,Usp8,1.99E-06
1052,Usp50,-7.15E-05
1053,Trpm7,-5.06E-05
1054,Sppl2a,-2.29E-05
1055,Blvra,5.26E-06
1056,Itpripl1,2.56E-06
1057,1810024B03Rik,1.09E-05
1058,Snrnp200,-5.64E-05
1059,Ciao1,-1.01E-05
1060,Tmem127,6.77E-05
1061,Stard7,1.36E-05
1062,Dusp2,-7.26E-05
1063,Fahd2a,7.12E-05
1064,Mrps5,0.000117875
1065,Nphp1,6.20E-05
1066,Bcl2l11,4.32E-05
1067,Anapc1,-8.14E-05
1068,Mertk,1.15E-05
1069,Tmem87b,4.88E-05
1070,Zc3h8,3.13E-05
1071,Zc3h6,5.19E-06
1072,Ttl,3.31E-05
1073,Chchd5,4.91E-05
1074,Slc20a1,6.88E-05
1075,Il1b,1.08E-05
1076,Sirpa,1.43E-05
1077,Stk35,2.03E-05
1078,Snrpb,-7.60E-05
1079,Nop56,-2.98E-05
1080,Idh3b,2.29E-05
1081,Cpxm1,-2.18E-05
1082,Vps16,5.85E-06
1083,Ptpra,-1.92E-05
1084,Mrps26,-9.21E-06
1085,Ddrgk1,7.30E-05
1086,Itpa,5.07E-05
1087,4930402H24Rik,-1.93E-05
1088,Atrn,5.70E-06
1089,Adam33,-0.000159361
1090,Hspa12b,-5.61E-05
1091,1700037H04Rik,1.87E-05
1092,Cenpb,5.83E-05
1093,Cdc25b,5.19E-06
1094,Ap5s1,-3.07E-06
1095,Mavs,8.18E-06
1096,Pank2,1.37E-05
1097,Smox,2.51E-05
1098,Prnp,3.04E-06
1099,Rassf2,7.83E-05
1100,Slc23a2,7.73E-05
1101,Tmem230,-3.19E-05
1102,Pcna,-2.52E-05
1103,Cds2,-2.43E-05
1104,Gpcpd1,3.19E-05
1105,Trmt6,2.40E-05
1106,Crls1,-1.49E-05
1107,Tmx4,1.74E-05
1108,Plcb1,1.17E-05
1109,Plcb4,-1.80E-06
1110,Mkks,-7.98E-05
1111,Jag1,0.000102103
1112,Btbd3,3.70E-06
1113,Ism1,-2.33E-05
1114,Tasp1,1.73E-05
1115,Esf1,3.95E-05
1116,Ndufaf5,2.81E-05
1117,Macrod2,-2.61E-05
1118,Kif16b,1.64E-05
1119,Snrpb2,-3.07E-06
1120,Dstn,6.33E-06
1121,Rrbp1,7.97E-05
1122,Snx5,0.000102965
1123,Mgme1,2.67E-05
1124,Polr3f,3.37E-06
1125,Rbbp9,-3.04E-05
1126,Sec23b,2.27E-05
1127,Dtd1,0.000113528
1128,Slc24a3,-0.00020928
1129,Rin2,-9.07E-05
1130,Naa20,-3.66E-05
1131,Crnkl1,7.45E-05
1132,Ralgapa2,4.23E-05
1133,Kiz,-0.000108734
1134,Xrn2,-4.61E-05
1135,Thbd,-2.42E-05
1136,Cd93,1.51E-05
1137,Nxt1,-1.42E-05
1138,Gzf1,-3.91E-05
1139,Cst3,0.000164582
1140,Zfp120,2.26E-06
1141,Cst7,-3.30E-05
1142,Apmap,-5.21E-05
1143,Acss1,7.48E-05
1144,Entpd6,-2.67E-06
1145,Pygb,-5.95E-06
1146,Abhd12,5.58E-07
1147,Nsfl1c,4.93E-05
1148,Fkbp1a,6.63E-05
1149,Sdcbp2,5.76E-06
1150,Psmf1,-4.13E-05
1151,Fam110a,3.88E-05
1152,Srxn1,5.47E-06
1153,Csnk2a1,-5.54E-06
1154,Tbc1d20,-4.24E-05
1155,Rbck1,1.08E-05
1156,H13,-4.73E-05
1157,Mcts2,1.35E-05
1158,Id1,3.47E-06
1159,Cox4i2,1.97E-05
1160,Bcl2l1,-4.13E-05
1161,Pdrg1,3.09E-05
1162,Ccm2l,1.47E-05
1163,Hck,-2.00E-05
1164,Tm9sf4,-3.15E-05
1165,Plagl2,1.90E-05
1166,Pofut1,1.26E-05
1167,Kif3b,6.81E-05
1168,Asxl1,2.84E-05
1169,Nol4l,-0.000108734
1170,Commd7,4.46E-05
1171,Mapre1,-1.19E-05
1172,Snta1,-3.77E-05
1173,Cbfa2t2,1.60E-05
1174,E2f1,-8.12E-05
1175,Pxmp4,-5.26E-05
1176,Chmp4b,3.35E-05
1177,Raly,-3.06E-05
1178,Eif2s2,6.02E-05
1179,Ahcy,3.03E-05
1180,Itch,4.20E-05
1181,Dynlrb1,-5.07E-05
1182,Map1lc3a,-6.08E-05
1183,Pigu,2.10E-05
1184,Trp53inp2,6.19E-05
1185,Ncoa6,-4.28E-05
1186,Acss2,3.87E-05
1187,Gss,6.05E-06
1188,Trpc4ap,-3.99E-05
1189,Edem2,-0.000102235
1190,Procr,-2.27E-05
1191,BC029722,-6.35E-07
1192,Eif6,-4.59E-05
1193,Uqcc1,4.71E-05
1194,Cep250,2.63E-06
1195,Ergic3,1.90E-05
1196,Rbm12,-7.97E-05
1197,Nfs1,3.57E-05
1198,Romo1,-4.21E-05
1199,Rbm39,3.69E-05
1200,Phf20,6.54E-05
1201,Scand1,3.40E-06
1202,Epb41l1,-0.000108734
1203,Aar2,2.64E-05
1204,Dlgap4,5.59E-05
1205,Myl9,-7.63E-05
1206,Tgif2,6.77E-05
1207,Ndrg3,2.61E-05
1208,Soga1,-1.37E-07
1209,Samhd1,2.87E-05
1210,Rpn2,4.18E-05
1211,Manbal,0.000104948
1212,Src,-4.53E-06
1213,Blcap,0.000164375
1214,Ctnnbl1,9.25E-06
1215,Rprd1b,7.11E-05
1216,Tgm2,2.98E-05
1217,Lbp,-3.26E-05
1218,Ralgapb,0.000123067
1219,Actr5,1.10E-05
1220,Ppp1r16b,1.01E-05
1221,Mafb,1.02E-05
1222,Top1,0.000145948
1223,Plcg1,2.82E-05
1224,Zhx3,4.18E-05
1225,Chd6,5.72E-05
1226,Srsf6,3.11E-05
1227,L3mbtl1,8.07E-06
1228,Ift52,-6.08E-05
1229,Tox2,1.29E-05
1230,Jph2,-2.69E-06
1231,Oser1,6.85E-06
1232,2900093K20Rik,-0.000108734
1233,Fitm2,9.60E-05
1234,Ttpal,1.93E-05
1235,Serinc3,2.65E-05
1236,Pkig,2.47E-05
1237,Ada,-5.98E-05
1238,Wisp2,-3.50E-06
1239,Ywhab,3.80E-05
1240,Tomm34,1.43E-05
1241,Stk4,-1.28E-05
1242,Slpi,2.34E-05
1243,Matn4,-3.34E-05
1244,Sdc4,4.06E-05
1245,Sys1,4.50E-05
1246,Dbndd2,-0.000111877
1247,Pigt,-4.64E-06
1248,Wfdc2,-7.07E-05
1249,Dnttip1,2.94E-06
1250,Ube2c,-4.50E-05
1251,Snx21,-1.57E-05
1252,Acot8,1.77E-05
1253,Ctsa,-1.35E-06
1254,Pltp,5.20E-06
1255,Pcif1,-2.53E-05
1256,Zfp335,5.08E-06
1257,Ncoa5,5.53E-06
1258,Cd40,4.81E-05
1259,Slc35c2,0.000112209
1260,Elmo2,-3.01E-08
1261,Trp53rka,-0.000108734
1262,Zmynd8,5.85E-05
1263,Ncoa3,1.14E-05
1264,Sulf2,1.73E-05
1265,Prex1,7.60E-06
1266,Trp53rkb,-0.000108734
1267,Arfgef2,2.55E-05
1268,Cse1l,1.50E-05
1269,Stau1,-4.90E-05
1270,Ddx27,5.22E-05
1271,Znfx1,5.12E-05
1272,Kcnb1,-2.69E-06
1273,Ptgis,4.15E-05
1274,B4galt5,-1.93E-06
1275,Slc9a8,-3.99E-05
1276,Spata2,-7.56E-05
1277,Rnf114,-5.50E-05
1278,Snai1,-2.69E-06
1279,Ube2v1,-0.000439976
1280,Tmem189,-0.000127509
1281,Cebpb,3.58E-05
1282,A530013C23Rik,2.75E-05
1283,Ptpn1,6.81E-05
1284,Pard6b,4.77E-05
1285,Dpm1,-9.97E-06
1286,Mocs3,-2.65E-05
1287,Atp9a,-2.86E-05
1288,Zfp64,2.04E-05
1289,Tshz2,1.33E-05
1290,Zfp217,3.87E-06
1291,Pfdn4,2.62E-05
1292,Fam210b,0.000124433
1293,Cstf1,4.25E-05
1294,Cass4,6.29E-05
1295,Rae1,-6.87E-05
1296,Rbm38,3.14E-05
1297,Zbp1,5.98E-05
1298,Pmepa1,9.71E-08
1299,Rab22a,1.85E-05
1300,Vapb,3.47E-05
1301,Stx16,7.85E-06
1302,Npepl1,3.93E-05
1303,Gnas,9.60E-06
1304,Nelfcd,3.95E-06
1305,Ctsz,-3.52E-05
1306,Atp5e,2.59E-06
1307,Gm6710,-0.000108734
1308,Gm14305,1.00E-05
1309,Gm14295,-2.72E-05
1310,Gm14296,-2.69E-06
1311,Gm14403,5.36E-05
1312,Gm14322,-0.000288329
1313,Gm14327,-4.05E-05
1314,Gm14326,-1.74E-05
1315,Zfp931,-3.19E-05
1316,Lsm14b,4.62E-06
1317,Psma7,1.32E-05
1318,Mtg2,3.42E-05
1319,Osbpl2,3.48E-07
1320,Adrm1,2.66E-05
1321,Lama5,-1.33E-05
1322,Rps21,6.10E-05
1323,Cables2,-3.28E-05
1324,Mrgbp,-1.19E-07
1325,Ogfr,-2.16E-05
1326,Dido1,-3.37E-05
1327,Gid8,-8.37E-05
1328,Ythdf1,-7.12E-05
1329,Nkain4,3.80E-05
1330,Arfgap1,1.87E-05
1331,Ppdpf,-6.78E-05
1332,Ptk6,-2.69E-06
1333,Helz2,-2.43E-06
1334,Gmeb2,5.47E-05
1335,Arfrp1,-1.47E-06
1336,Zgpat,2.81E-05
1337,Zbtb46,1.97E-05
1338,Tpd52l2,3.91E-05
1339,Dnajc5,-2.56E-05
1340,Uckl1,4.23E-05
1341,Zfp512b,-0.000108734
1342,Prpf6,-1.62E-06
1343,Samd10,4.39E-05
1344,Sox18,2.94E-05
1345,Rgs19,5.92E-06
1346,Pcmtd2,1.03E-05
1347,Polr3k,5.75E-05
1348,Shroom4,9.29E-06
1349,Ccdc22,-1.12E-05
1350,Plp2,-4.77E-05
1351,Magix,-4.67E-05
1352,Gpkow,2.18E-05
1353,Wdr45,-4.48E-05
1354,Praf2,2.52E-05
1355,Tfe3,2.06E-05
1356,Gripap1,-1.79E-05
1357,Otud5,-5.02E-05
1358,Pim2,5.74E-06
1359,Slc35a2,7.55E-05
1360,Pqbp1,4.55E-05
1361,Timm17b,6.24E-06
1362,Suv39h1,2.34E-05
1363,Was,5.77E-06
1364,Wdr13,-4.24E-05
1365,Rbm3,1.69E-05
1366,Tbc1d25,-3.48E-05
1367,Ebp,3.67E-05
1368,Porcn,1.97E-05
1369,Ftsj1,5.92E-06
1370,Cybb,1.85E-05
1371,Dynlt3,9.30E-05
1372,Srpx,1.76E-05
1373,Tspan7,-5.77E-07
1374,Mid1ip1,5.56E-05
1375,Bcor,5.88E-05
1376,Atp6ap2,-2.91E-06
1377,1810030O07Rik,3.23E-05
1378,Med14,1.41E-05
1379,Usp9x,2.73E-05
1380,Ddx3x,6.59E-05
1381,Cask,4.52E-05
1382,Maoa,-5.10E-05
1383,Maob,-2.03E-06
1384,Fundc1,-2.47E-06
1385,Kdm6a,-8.29E-05
1386,Chst7,-0.000110922
1387,Rp2,-0.000108734
1388,Ndufb11,8.06E-05
1389,Rbm10,-2.34E-05
1390,Uba1,-7.20E-05
1391,Cdk16,-2.96E-05
1392,Araf,3.34E-05
1393,Timp1,-7.74E-05
1394,Cfp,8.71E-06
1395,Elk1,5.54E-05
1396,Uxt,-5.34E-05
1397,Zfp182,3.00E-05
1398,Klhl13,5.50E-05
1399,Wdr44,7.96E-06
1400,Dock11,1.69E-05
1401,Il13ra1,2.69E-07
1402,Pgrmc1,2.71E-06
1403,Slc25a5,-2.69E-05
1404,C330007P06Rik,-9.63E-06
1405,Ube2a,0.000119289
1406,Nkrf,-5.21E-06
1407,Rpl39,2.44E-05
1408,Upf3b,3.22E-05
1409,Nkap,4.13E-05
1410,Ndufa1,-6.57E-05
1411,Rnf113a1,3.03E-05
1412,Lamp2,3.40E-05
1413,Cul4b,3.13E-05
1414,Mcts1,-1.98E-05
1415,C1galt1c1,-4.72E-05
1416,Gria3,-0.000183436
1417,Thoc2,5.56E-05
1418,Xiap,-1.44E-05
1419,Stag2,-3.99E-05
1420,Ocrl,1.43E-05
1421,Apln,-0.000158001
1422,Sash3,-3.05E-05
1423,Zdhhc9,9.38E-05
1424,Utp14a,4.18E-05
1425,Bcorl1,-1.36E-05
1426,Elf4,-0.0001109
1427,Aifm1,4.13E-05
1428,Zfp280c,6.08E-06
1429,Slc25a14,1.52E-05
1430,Rbmx2,-1.00E-05
1431,Enox2,1.80E-05
1432,Stk26,-0.000108734
1433,Rap2c,7.43E-05
1434,Gpc3,2.23E-05
1435,Phf6,5.13E-05
1436,Hprt,9.98E-05
1437,Mospd1,1.70E-06
1438,Xlr,1.45E-05
1439,Mmgt1,-2.69E-06
1440,Slc9a6,0.00010784
1441,Fhl1,8.28E-06
1442,Htatsf1,7.43E-05
1443,Arhgef6,1.62E-05
1444,Rbmx,2.18E-05
1445,Atp11c,5.78E-06
1446,Fmr1,4.43E-05
1447,Ids,-5.52E-05
1448,1110012L19Rik,1.65E-05
1449,Mtm1,-1.83E-05
1450,Mtmr1,4.23E-05
1451,Cd99l2,-3.32E-05
1452,Hmgb3,-0.000132762
1453,Vma21,-7.88E-05
1454,Prrg3,1.18E-05
1455,Gabra3,-0.000244831
1456,Cetn2,5.35E-05
1457,Nsdhl,-0.000126571
1458,Xlr4b,1.74E-05
1459,F8a,2.33E-05
1460,Zfp275,1.30E-05
1461,Haus7,-3.34E-05
1462,Bgn,9.66E-06
1463,Slc6a8,-5.41E-06
1464,Bcap31,-5.82E-06
1465,Abcd1,-3.04E-05
1466,Srpk3,-6.88E-05
1467,Idh3g,5.72E-05
1468,Ssr4,-0.000129366
1469,L1cam,6.32E-05
1470,Arhgap4,3.35E-05
1471,Naa10,-6.67E-06
1472,Renbp,-3.49E-05
1473,Hcfc1,3.60E-05
1474,Irak1,8.16E-05
1475,Mecp2,4.38E-05
1476,Flna,7.61E-06
1477,Emd,-6.72E-05
1478,Rpl10,7.23E-06
1479,Dnase1l1,3.54E-05
1480,Taz,9.24E-06
1481,Atp6ap1,-0.0001182
1482,Gdi1,-3.63E-05
1483,Fam50a,-4.65E-05
1484,Lage3,-1.28E-05
1485,Ubl4a,-0.000108734
1486,Slc10a3,1.45E-05
1487,Fam3a,-3.15E-05
1488,Ikbkg,1.73E-05
1489,G6pdx,3.50E-05
1490,Gab3,1.42E-05
1491,Dkc1,5.38E-05
1492,Mpp1,2.66E-05
1493,Fundc2,4.11E-06
1494,Cmc4,-0.000108734
1495,Brcc3,1.23E-05
1496,Vbp1,1.81E-05
1497,Pls3,-7.99E-06
1498,Tbl1x,8.51E-05
1499,Prkx,7.66E-05
1500,Prrg1,-1.34E-05
1501,Tmem47,-0.000164321
1502,Dmd,1.68E-05
1503,Tab3,1.52E-05
1504,Gk,-0.000108734
1505,5430427O19Rik,-2.69E-06
1506,Pdk3,2.72E-05
1507,Zfx,-1.92E-05
1508,Eif2s3x,-1.99E-05
1509,Klhl15,-6.59E-05
1510,Apoo,1.78E-05
1511,Maged1,-2.78E-05
1512,Zxdb,7.68E-06
1513,Amer1,6.48E-06
1514,Las1l,-1.72E-05
1515,Msn,6.24E-05
1516,Heph,8.47E-06
1517,Ar,-5.21E-05
1518,Ophn1,1.79E-05
1519,Yipf6,-1.90E-05
1520,Stard8,1.37E-05
1521,Efnb1,1.60E-05
1522,Pja1,8.45E-07
1523,Igbp1,5.82E-05
1524,Pdzd11,1.96E-05
1525,Snx12,-4.52E-07
1526,Il2rg,6.49E-06
1527,Med12,-4.34E-05
1528,Zmym3,6.36E-05
1529,Nono,1.91E-05
1530,Taf1,3.71E-06
1531,Ogt,6.05E-05
1532,Nhsl2,-3.78E-05
1533,Pin4,1.92E-05
1534,Rps4x,3.98E-05
1535,Hdac8,-4.82E-06
1536,Slc16a2,-7.31E-05
1537,Rlim,0.000122945
1538,Abcb7,-6.62E-05
1539,Pbdc1,1.03E-05
1540,Magee1,4.01E-06
1541,Atrx,0.000171398
1542,Magt1,0.000138761
1543,Cox7b,-2.00E-05
1544,Atp7a,2.96E-05
1545,Tlr13,-2.69E-05
1546,Pgk1,-3.87E-05
1547,Taf9b,1.27E-05
1548,Cysltr1,-1.03E-05
1549,P2ry10,-2.25E-05
1550,Itm2a,1.36E-05
1551,2610002M06Rik,-5.58E-06
1552,Hmgn5,4.89E-05
1553,Sh3bgrl,5.18E-06
1554,Gm6377,-0.000290051
1555,Apool,-1.72E-05
1556,Chm,6.92E-06
1557,Cldn34c1,-0.000108734
1558,Diaph2,-0.000108734
1559,Tspan6,3.40E-05
1560,Srpx2,-5.00E-05
1561,Cstf2,6.45E-05
1562,Trmt2b,2.46E-05
1563,Btk,3.14E-05
1564,Rpl36a,1.57E-05
1565,Gla,4.92E-05
1566,Hnrnph2,9.08E-05
1567,Armcx4,-5.01E-05
1568,Armcx1,1.14E-05
1569,Armcx6,-0.000107274
1570,Armcx3,3.07E-05
1571,Armcx2,-1.04E-05
1572,Zmat1,9.79E-06
1573,Armcx5,2.07E-05
1574,Gprasp1,0.000130741
1575,Bhlhb9,6.77E-05
1576,Arxes2,2.93E-05
1577,Bex4,-7.92E-05
1578,Tceal8,-1.39E-05
1579,Tceal1,1.35E-05
1580,Morf4l2,-6.22E-05
1581,Tmsb15l,-2.69E-06
1582,Tmsb15b1,-7.07E-05
1583,Slc25a53,-0.000122258
1584,Rnf128,7.64E-06
1585,Prps1,6.54E-06
1586,Tsc22d3,-1.22E-05
1587,Mid2,-2.78E-05
1588,Psmd10,7.73E-05
1589,Atg4a,2.57E-05
1590,Col4a5,2.42E-05
1591,Nxt2,4.95E-05
1592,Acsl4,2.33E-06
1593,Tmem164,8.39E-05
1594,Ammecr1,2.64E-05
1595,Chrdl1,-7.13E-05
1596,Alg13,2.83E-05
1597,Tmem29,6.54E-06
1598,Apex2,-1.89E-05
1599,Maged2,4.69E-05
1600,Gnl3l,8.04E-06
1601,Tsr2,-4.19E-06
1602,Phf8,-2.51E-05
1603,Huwe1,3.71E-05
1604,Hsd17b10,-4.44E-05
1605,Smc1a,5.43E-05
1606,Iqsec2,-3.05E-05
1607,Kdm5c,-6.13E-05
1608,Tspyl2,-1.01E-05
1609,Mageh1,-6.91E-07
1610,Ubqln2,-5.49E-05
1611,Sat1,-5.88E-06
1612,Acot9,-3.13E-06
1613,Prdx4,-2.92E-05
1614,Sms,1.07E-05
1615,Mbtps2,8.31E-05
1616,Rps6ka3,5.93E-05
1617,Eif1ax,-2.90E-06
1618,Sh3kbp1,3.06E-05
1619,Pdha1,6.93E-06
1620,Phka2,-4.60E-05
1621,Cdkl5,1.80E-05
1622,Rai2,2.75E-05
1623,Reps2,-4.59E-06
1624,Rbbp7,5.25E-05
1625,Txlng,-1.10E-06
1626,Syap1,-4.13E-05
1627,Ctps2,-1.16E-05
1628,Ap1s2,1.47E-05
1629,Zrsr2,-1.72E-05
1630,Car5b,1.83E-05
1631,Pir,2.31E-05
1632,Mospd2,4.94E-05
1633,Gemin8,3.80E-05
1634,Gpm6b,4.04E-05
1635,Ofd1,9.77E-05
1636,Trappc2,1.08E-05
1637,Rab9,0.000115269
1638,Tmsb4x,-2.10E-05
1639,Tlr7,-1.41E-05
1640,Prps2,4.17E-05
1641,Msl3,2.90E-05
1642,Arhgap6,5.83E-05
1643,Hccs,-2.04E-06
1644,Mid1,-0.000340191
1645,Pex2,-5.62E-06
1646,Pkia,6.33E-06
1647,Zc2hc1a,0.000138279
1648,Il7,2.26E-05
1649,Stmn2,1.72E-05
1650,Hey1,1.65E-05
1651,Mrps28,1.76E-05
1652,Tpd52,-1.96E-05
1653,Zbtb10,-5.81E-07
1654,Zfp704,2.49E-05
1655,Pag1,1.71E-05
1656,Fabp5,-1.21E-06
1657,Fabp4,9.03E-06
1658,Impa1,6.93E-06
1659,Zfand1,-3.71E-05
1660,Chmp4c,1.51E-05
1661,Snx16,3.31E-05
1662,Lrrcc1,-3.57E-06
1663,E2f5,4.10E-05
1664,1810022K09Rik,5.57E-06
1665,Car2,-0.000160244
1666,Gm9733,-0.000120497
1667,Sirpb1b,-1.20E-06
1668,Ythdf3,-0.000100568
1669,Cyp7b1,-0.000179343
1670,Armc1,2.37E-05
1671,Mtfr1,4.68E-05
1672,Pde7a,-9.83E-06
1673,Cp,2.58E-05
1674,Hps3,5.96E-06
1675,Hltf,5.66E-05
1676,Gyg,1.27E-05
1677,Tbl1xr1,-1.67E-05
1678,Nceh1,5.41E-05
1679,Tnfsf10,2.45E-05
1680,Fndc3b,5.33E-06
1681,Pld1,-6.97E-06
1682,Tnik,1.36E-05
1683,Rpl22l1,-2.52E-05
1684,Mecom,4.97E-07
1685,Mynn,3.92E-05
1686,Sec62,4.16E-05
1687,Phc3,0.000100193
1688,Prkci,5.95E-05
1689,Skil,2.42E-07
1690,Zmat3,2.83E-05
1691,Pik3ca,4.88E-05
1692,Zfp639,-2.36E-05
1693,Mfn1,4.57E-05
1694,Gnb4,6.07E-05
1695,Actl6a,1.11E-05
1696,Mrpl47,7.38E-06
1697,Ndufb5,-3.16E-05
1698,Ttc14,7.42E-06
1699,Fxr1,8.68E-06
1700,Dnajc19,-0.000110663
1701,Atp11b,-3.65E-05
1702,Dcun1d1,6.09E-05
1703,Mccc1,3.27E-05
1704,Acad9,-2.08E-06
1705,Anxa5,-7.46E-05
1706,Exosc9,2.99E-05
1707,4932438A13Rik,8.23E-05
1708,Il2,-0.000133585
1709,Cetn4,1.34E-05
1710,Fgf2,-0.000103316
1711,Nudt6,4.27E-05
1712,Spata5,8.59E-06
1713,Spry1,0.000211905
1714,Ankrd50,2.59E-05
1715,Hspa4l,-4.73E-05
1716,Plk4,-1.04E-05
1717,Mfsd8,2.61E-05
1718,Abhd18,-0.000108734
1719,Larp1b,4.44E-06
1720,Pgrmc2,2.71E-05
1721,Jade1,-0.000108734
1722,Sclt1,1.28E-05
1723,D3Ertd751e,6.57E-05
1724,Pcdh18,-2.69E-06
1725,Slc7a11,-0.000105297
1726,Noct,-0.000108734
1727,Elf2,-7.30E-05
1728,Ndufc1,6.49E-05
1729,Naa15,5.98E-05
1730,Rab33b,-1.58E-05
1731,Setd7,7.45E-05
1732,Maml3,6.56E-05
1733,Foxo1,-3.92E-05
1734,Cog6,3.34E-07
1735,Lhfp,-9.72E-05
1736,Nhlrc3,2.63E-05
1737,Proser1,1.05E-05
1738,Ufm1,2.72E-05
1739,Postn,-3.05E-05
1740,Supt20,-1.44E-05
1741,Exosc8,3.34E-05
1742,Alg5,3.46E-06
1743,Rfxap,-7.24E-06
1744,Spg20,2.25E-05
1745,Dclk1,2.47E-06
1746,Nbea,-2.15E-05
1747,Tm4sf1,3.09E-05
1748,Wwtr1,7.41E-05
1749,Commd2,-7.40E-05
1750,Rnf13,-0.000123489
1751,Pfn2,-5.36E-05
1752,Tsc22d2,4.37E-05
1753,Serp1,-1.64E-05
1754,Eif2a,-1.54E-06
1755,Siah2,5.19E-05
1756,Gpr171,3.15E-05
1757,P2ry14,6.14E-07
1758,Igsf10,-0.000107711
1759,Mbnl1,3.29E-05
1760,Rap2b,6.08E-06
1761,Arhgef26,-3.32E-06
1762,Dhx36,5.57E-05
1763,Mme,-9.75E-05
1764,Slc33a1,4.96E-05
1765,Gmps,-8.49E-05
1766,Ssr3,1.55E-06
1767,Tiparp,-1.21E-05
1768,Ccnl1,-4.71E-05
