,genes,degree,pagerank
836,Scn3a,34,0
837,Scn7a,0,5.07E-06
838,Stk39,0,5.07E-06
839,Cers6,0,5.07E-06
840,Nostrin,0,5.07E-06
841,Ppig,0,5.07E-06
842,Phospho2,0,5.07E-06
843,Ssb,0,5.07E-06
844,Mettl5,0,5.07E-06
845,Ubr3,0,5.07E-06
846,Gorasp2,0,5.07E-06
847,Tlk1,0,5.07E-06
848,Dcaf17,0,5.07E-06
849,Dync1i2,11,3.90E-05
850,Slc25a12,0,5.07E-06
851,Hat1,0,5.07E-06
852,Metap1d,0,5.07E-06
853,Itga6,0,5.07E-06
854,Pdk1,0,5.07E-06
855,Rapgef4,0,5.07E-06
856,Sp3,0,5.07E-06
857,Sp3os,0,5.07E-06
858,Ola1,0,5.07E-06
859,Cir1,0,5.07E-06
860,Scrn3,0,5.07E-06
861,Gpr155,0,5.07E-06
862,Wipf1,0,5.07E-06
863,Chn1,0,3.29E-05
864,Atf2,0,5.07E-06
865,Atp5g3,0,5.07E-06
866,Mtx2,0,5.07E-06
867,Hnrnpa3,77,8.13E-05
868,Nfe2l2,0,5.07E-06
869,Agps,0,5.07E-06
870,Osbpl6,21,0
871,Prkra,0,5.07E-06
872,Fkbp7,0,5.07E-06
873,Plekha3,0,5.07E-06
874,Ccdc141,0,5.07E-06
875,Sestd1,0,5.07E-06
876,Cwc22,0,5.07E-06
877,Ube2e3,0,5.07E-06
878,Itga4,0,5.07E-06
879,Dnajc10,0,5.07E-06
880,Nckap1,0,5.07E-06
881,Dusp19,0,5.07E-06
882,Nup35,0,5.07E-06
883,Zc3h15,0,5.07E-06
884,Itgav,0,5.07E-06
885,Calcrl,0,5.07E-06
886,Tfpi,34,0
887,Ctnnd1,0,5.07E-06
888,Tmx2,0,5.07E-06
889,Med19,0,5.07E-06
890,Zdhhc5,0,5.07E-06
891,Clp1,0,5.07E-06
892,Serping1,-24,0
893,Ube2l6,0,5.07E-06
894,Timm10,0,5.07E-06
895,Slc43a3,0,5.07E-06
896,Ssrp1,0,5.07E-06
897,Tnks1bp1,0,5.07E-06
898,Aplnr,0,5.07E-06
899,Ptprj,0,5.07E-06
900,Fnbp4,0,5.07E-06
901,Mtch2,0,5.07E-06
902,C1qtnf4,0,5.07E-06
903,Ndufs3,0,5.07E-06
904,Kbtbd4,0,5.07E-06
905,Celf1,0,5.07E-06
906,Psmc3,-39,-8.59E-05
907,Slc39a13,0,5.07E-06
908,Spi1,13,0
909,Madd,0,5.07E-06
910,Nr1h3,0,5.07E-06
911,Acp2,0,5.07E-06
912,Ddb2,0,5.07E-06
913,Pacsin3,0,5.07E-06
914,Arfgap2,0,5.07E-06
915,1110051M20Rik,0,5.07E-06
916,Lrp4,0,5.07E-06
917,Ckap5,0,5.07E-06
918,Arhgap1,-29,-5.99E-05
919,Atg13,0,5.07E-06
920,Ambra1,0,5.07E-06
921,Mdk,0,5.07E-06
922,Dgkz,0,5.07E-06
923,Creb3l1,0,5.07E-06
924,Phf21a,0,5.07E-06
925,Pex16,0,5.07E-06
926,Mapk8ip1,0,5.07E-06
927,Cry2,0,5.07E-06
928,Slc35c1,0,5.07E-06
929,Chst1,0,5.07E-06
930,Prdm11,0,5.07E-06
931,Trp53i11,0,5.07E-06
932,Tspan18,-1,0
933,Cd82,0,5.07E-06
934,Ext2,0,5.07E-06
935,Gm13889,-7,0
936,Alkbh3,0,5.07E-06
937,Hsd17b12,0,5.07E-06
938,Ttc17,0,5.07E-06
939,Api5,0,5.07E-06
940,B230118H07Rik,0,5.07E-06
941,Traf6,0,5.07E-06
942,Prr5l,0,5.07E-06
943,Commd9,0,5.07E-06
944,Ldlrad3,0,5.07E-06
945,Trim44,0,5.07E-06
946,Pamr1,-1,0
947,Cd44,0,5.07E-06
948,Pdhx,0,5.07E-06
949,Apip,0,5.07E-06
950,Cat,34,-7.25E-05
951,Nat10,0,5.07E-06
952,Caprin1,0,5.07E-06
953,Lmo2,-40,0
954,Fbxo3,0,5.07E-06
955,Cd59b,0,5.07E-06
956,Cd59a,0,5.07E-06
957,Hipk3,0,5.07E-06
958,Cstf3,0,5.07E-06
959,Qser1,0,5.07E-06
960,Eif3m,0,5.07E-06
961,Rcn1,0,5.07E-06
962,Immp1l,0,5.07E-06
963,Dnajc24,0,5.07E-06
964,Arl14ep,0,5.07E-06
965,Mettl15,0,5.07E-06
966,Bdnf,-70,-1.45E-05
967,Lin7c,0,5.07E-06
968,Ccdc34,0,5.07E-06
969,Fibin,0,5.07E-06
970,Lpcat4,0,5.07E-06
971,Nop10,9,2.66E-05
972,Slc12a6,0,5.07E-06
973,Emc4,-5,-6.43E-06
974,Katnbl1,0,5.07E-06
975,Emc7,-19,-1.53E-05
976,Aven,0,5.07E-06
977,Actc1,1,0
978,Aqr,0,5.07E-06
979,Dph6,0,5.07E-06
980,Meis2,0,5.07E-06
981,Spred1,0,5.07E-06
982,Fam98b,0,5.07E-06
983,Rasgrp1,-4,0
984,Thbs1,0,5.07E-06
985,Srp14,0,5.07E-06
986,Inafm2,0,5.07E-06
987,Ivd,0,5.07E-06
988,Bahd1,0,5.07E-06
989,Chst14,0,5.07E-06
990,Ccdc32,0,5.07E-06
991,Rmdn3,0,5.07E-06
992,Dnajc17,0,5.07E-06
993,Zfyve19,0,5.07E-06
994,Vps18,0,5.07E-06
995,Dll4,0,5.07E-06
996,Ino80,0,5.07E-06
997,Chp1,0,5.07E-06
998,1700020I14Rik,0,5.07E-06
999,Ndufaf1,0,5.07E-06
1000,Rtf1,0,5.07E-06
1001,Rpap1,0,5.07E-06
1002,Mga,0,5.07E-06
1003,Jmjd7,0,5.07E-06
1004,Ehd4,0,5.07E-06
1005,Vps39,0,5.07E-06
1006,Tmem87a,0,5.07E-06
1007,Ganc,0,5.07E-06
1008,Zfp106,0,5.07E-06
1009,Snap23,-72,0
1010,Lrrc57,0,5.07E-06
1011,Haus2,0,5.07E-06
1012,Cdan1,0,5.07E-06
1013,Ttbk2,-1,0
1014,Ubr1,0,5.07E-06
1015,Tmem62,0,5.07E-06
1016,Ccndbp1,0,5.07E-06
1017,Lcmt2,0,5.07E-06
1018,Zscan29,0,5.07E-06
1019,Tubgcp4,0,5.07E-06
1020,Trp53bp1,0,5.07E-06
1021,Map1a,1,0
1022,Ppip5k1,0,5.07E-06
1023,Pdia3,-4,0
1024,Serf2,0,5.07E-06
1025,Hypk,0,5.07E-06
1026,Mfap1b,0,5.07E-06
1027,Mfap1a,0,5.07E-06
1028,Wdr76,0,5.07E-06
1029,Casc4,0,5.07E-06
1030,Ctdspl2,0,5.07E-06
1031,Eif3j1,-1,-4.26E-07
1032,Spg11,0,5.07E-06
1033,B2m,165,0
1034,Sord,0,3.22E-06
1035,AA467197,0,5.07E-06
1036,Slc30a4,0,5.07E-06
1037,Bloc1s6,0,5.07E-06
1038,Sema6d,0,5.07E-06
1039,Slc24a5,0,5.07E-06
1040,Myef2,0,5.07E-06
1041,Dut,0,5.07E-06
1042,Fbn1,0,5.07E-06
1043,Eid1,0,5.07E-06
1044,Secisbp2l,0,5.07E-06
1045,Cops2,0,5.07E-06
1046,Galk2,0,5.07E-06
1047,Fgf7,34,0
1048,Atp8b4,-4,0
1049,Hdc,0,5.07E-06
1050,Gabpb1,0,5.07E-06
1051,Usp8,0,5.07E-06
1052,Usp50,0,5.07E-06
1053,Trpm7,0,5.07E-06
1054,Sppl2a,0,5.07E-06
1055,Blvra,0,5.07E-06
1056,Itpripl1,0,5.07E-06
1057,1810024B03Rik,0,5.07E-06
1058,Snrnp200,0,5.07E-06
1059,Ciao1,0,5.07E-06
1060,Tmem127,0,5.07E-06
1061,Stard7,0,5.07E-06
1062,Dusp2,0,5.07E-06
1063,Fahd2a,0,5.07E-06
1064,Mrps5,0,5.07E-06
1065,Nphp1,0,5.07E-06
1066,Bcl2l11,0,5.07E-06
1067,Anapc1,0,5.07E-06
1068,Mertk,0,5.07E-06
1069,Tmem87b,0,5.07E-06
1070,Zc3h8,0,5.07E-06
1071,Zc3h6,0,5.07E-06
1072,Ttl,0,5.07E-06
1073,Chchd5,0,5.07E-06
1074,Slc20a1,0,5.07E-06
1075,Il1b,24,0
1076,Sirpa,-5,0
1077,Stk35,0,5.07E-06
1078,Snrpb,-35,-7.84E-05
1079,Nop56,0,5.07E-06
1080,Idh3b,0,5.07E-06
1081,Cpxm1,0,5.07E-06
1082,Vps16,0,5.07E-06
1083,Ptpra,0,5.07E-06
1084,Mrps26,0,5.07E-06
1085,Ddrgk1,23,5.51E-05
1086,Itpa,0,5.07E-06
1087,4930402H24Rik,0,5.07E-06
1088,Atrn,0,5.07E-06
1089,Adam33,0,5.07E-06
1090,Hspa12b,0,5.07E-06
1091,1700037H04Rik,0,5.07E-06
1092,Cenpb,0,5.07E-06
1093,Cdc25b,0,5.07E-06
1094,Ap5s1,0,5.07E-06
1095,Mavs,0,5.07E-06
1096,Pank2,0,5.07E-06
1097,Smox,0,5.07E-06
1098,Prnp,185,0
1099,Rassf2,0,5.07E-06
1100,Slc23a2,0,5.07E-06
1101,Tmem230,0,5.07E-06
1102,Pcna,0,5.07E-06
1103,Cds2,0,5.07E-06
1104,Gpcpd1,0,5.07E-06
1105,Trmt6,0,5.07E-06
1106,Crls1,0,5.07E-06
1107,Tmx4,0,5.07E-06
1108,Plcb1,-19,0
1109,Plcb4,0,5.07E-06
1110,Mkks,0,5.07E-06
1111,Jag1,0,5.07E-06
1112,Btbd3,0,5.07E-06
1113,Ism1,-3,0
1114,Tasp1,0,5.07E-06
1115,Esf1,0,5.07E-06
1116,Ndufaf5,0,5.07E-06
1117,Macrod2,0,5.07E-06
1118,Kif16b,0,5.07E-06
1119,Snrpb2,0,5.07E-06
1120,Dstn,-162,0
1121,Rrbp1,0,5.07E-06
1122,Snx5,0,5.07E-06
1123,Mgme1,0,5.07E-06
1124,Polr3f,0,5.07E-06
1125,Rbbp9,0,5.07E-06
1126,Sec23b,0,5.07E-06
1127,Dtd1,0,5.07E-06
1128,Slc24a3,0,5.07E-06
1129,Rin2,0,5.07E-06
1130,Naa20,0,5.07E-06
1131,Crnkl1,0,5.07E-06
1132,Ralgapa2,0,5.07E-06
1133,Kiz,0,5.07E-06
1134,Xrn2,0,5.07E-06
1135,Thbd,0,5.07E-06
1136,Cd93,0,5.07E-06
1137,Nxt1,0,5.07E-06
1138,Gzf1,0,5.07E-06
1139,Cst3,-1,-3.04E-05
1140,Zfp120,0,5.07E-06
1141,Cst7,0,5.07E-06
1142,Apmap,0,5.07E-06
1143,Acss1,0,5.07E-06
1144,Entpd6,0,5.07E-06
1145,Pygb,0,5.07E-06
1146,Abhd12,0,5.07E-06
1147,Nsfl1c,0,5.07E-06
1148,Fkbp1a,-2,-6.47E-05
1149,Sdcbp2,2,0
1150,Psmf1,0,5.07E-06
1151,Fam110a,0,5.07E-06
1152,Srxn1,0,5.07E-06
1153,Csnk2a1,0,5.07E-06
1154,Tbc1d20,0,5.07E-06
1155,Rbck1,0,5.07E-06
1156,H13,0,5.07E-06
1157,Mcts2,0,5.07E-06
1158,Id1,0,5.07E-06
1159,Cox4i2,0,5.07E-06
1160,Bcl2l1,0,5.07E-06
1161,Pdrg1,0,5.07E-06
1162,Ccm2l,0,5.07E-06
1163,Hck,-61,-1.16E-05
1164,Tm9sf4,0,5.07E-06
1165,Plagl2,0,5.07E-06
1166,Pofut1,0,5.07E-06
1167,Kif3b,0,5.07E-06
1168,Asxl1,0,5.07E-06
1169,Nol4l,24,0
1170,Commd7,0,5.07E-06
1171,Mapre1,0,5.07E-06
1172,Snta1,0,5.07E-06
1173,Cbfa2t2,0,5.07E-06
1174,E2f1,0,5.07E-06
1175,Pxmp4,0,5.07E-06
1176,Chmp4b,0,5.07E-06
1177,Raly,0,5.07E-06
1178,Eif2s2,0,5.07E-06
1179,Ahcy,0,5.07E-06
1180,Itch,0,5.07E-06
1181,Dynlrb1,0,5.07E-06
1182,Map1lc3a,35,-5.70E-05
1183,Pigu,0,5.07E-06
1184,Trp53inp2,0,5.07E-06
1185,Ncoa6,0,5.07E-06
1186,Acss2,0,5.07E-06
1187,Gss,0,5.07E-06
1188,Trpc4ap,0,5.07E-06
1189,Edem2,0,5.07E-06
1190,Procr,1,0
1191,BC029722,0,5.07E-06
1192,Eif6,0,5.07E-06
1193,Uqcc1,0,5.07E-06
1194,Cep250,0,5.07E-06
1195,Ergic3,0,5.07E-06
1196,Rbm12,0,5.07E-06
1197,Nfs1,0,5.07E-06
1198,Romo1,0,-5.18E-05
1199,Rbm39,0,5.07E-06
1200,Phf20,0,5.07E-06
1201,Scand1,0,5.07E-06
1202,Epb41l1,0,5.07E-06
1203,Aar2,0,5.07E-06
1204,Dlgap4,0,5.07E-06
1205,Myl9,-25,0
1206,Tgif2,0,5.07E-06
1207,Ndrg3,0,5.07E-06
1208,Soga1,-13,0
1209,Samhd1,-64,-9.37E-05
1210,Rpn2,-9,-2.51E-05
1211,Manbal,-37,-1.56E-05
1212,Src,0,5.07E-06
1213,Blcap,0,5.07E-06
1214,Ctnnbl1,0,5.07E-06
1215,Rprd1b,0,5.07E-06
1216,Tgm2,-73,-2.08E-05
1217,Lbp,0,5.07E-06
1218,Ralgapb,0,5.07E-06
1219,Actr5,0,5.07E-06
1220,Ppp1r16b,0,5.07E-06
1221,Mafb,0,5.07E-06
1222,Top1,0,5.07E-06
1223,Plcg1,0,5.07E-06
1224,Zhx3,0,5.07E-06
1225,Chd6,0,5.07E-06
1226,Srsf6,0,5.07E-06
1227,L3mbtl1,0,5.07E-06
1228,Ift52,0,5.07E-06
1229,Tox2,0,5.07E-06
1230,Jph2,13,0
1231,Oser1,0,5.07E-06
1232,2900093K20Rik,0,5.07E-06
1233,Fitm2,0,5.07E-06
1234,Ttpal,0,5.07E-06
1235,Serinc3,0,5.07E-06
1236,Pkig,0,5.07E-06
1237,Ada,1,0
1238,Wisp2,0,5.07E-06
1239,Ywhab,0,5.07E-06
1240,Tomm34,0,5.07E-06
1241,Stk4,0,5.07E-06
1242,Slpi,0,5.07E-06
1243,Matn4,0,5.07E-06
1244,Sdc4,0,5.07E-06
1245,Sys1,0,5.07E-06
1246,Dbndd2,0,5.07E-06
1247,Pigt,0,5.07E-06
1248,Wfdc2,105,0
1249,Dnttip1,0,5.07E-06
1250,Ube2c,2,0
1251,Snx21,0,5.07E-06
1252,Acot8,0,5.07E-06
1253,Ctsa,0,5.07E-06
1254,Pltp,-2,0
1255,Pcif1,0,5.07E-06
1256,Zfp335,0,5.07E-06
1257,Ncoa5,0,5.07E-06
1258,Cd40,-1,0
1259,Slc35c2,0,5.07E-06
1260,Elmo2,0,5.07E-06
1261,Trp53rka,0,5.07E-06
1262,Zmynd8,0,5.07E-06
1263,Ncoa3,0,5.07E-06
1264,Sulf2,0,5.07E-06
1265,Prex1,9,4.04E-05
1266,Trp53rkb,0,5.07E-06
1267,Arfgef2,0,5.07E-06
1268,Cse1l,0,5.07E-06
1269,Stau1,0,5.07E-06
1270,Ddx27,0,5.07E-06
1271,Znfx1,0,5.07E-06
1272,Kcnb1,-1,0
1273,Ptgis,0,5.07E-06
1274,B4galt5,-11,0
1275,Slc9a8,0,5.07E-06
1276,Spata2,0,5.07E-06
1277,Rnf114,0,5.07E-06
1278,Snai1,0,5.07E-06
1279,Ube2v1,0,5.07E-06
1280,Tmem189,0,5.07E-06
1281,Cebpb,0,5.07E-06
1282,A530013C23Rik,0,5.07E-06
1283,Ptpn1,0,5.07E-06
1284,Pard6b,-96,0
1285,Dpm1,0,5.07E-06
1286,Mocs3,0,5.07E-06
1287,Atp9a,0,5.07E-06
1288,Zfp64,0,5.07E-06
1289,Tshz2,0,5.07E-06
1290,Zfp217,0,5.07E-06
1291,Pfdn4,0,5.07E-06
1292,Fam210b,0,5.07E-06
1293,Cstf1,0,5.07E-06
1294,Cass4,-12,0
1295,Rae1,0,5.07E-06
1296,Rbm38,0,5.07E-06
1297,Zbp1,0,5.07E-06
1298,Pmepa1,0,5.07E-06
1299,Rab22a,0,5.07E-06
1300,Vapb,0,5.07E-06
1301,Stx16,0,5.07E-06
1302,Npepl1,0,5.07E-06
1303,Gnas,203,0
1304,Nelfcd,0,5.07E-06
1305,Ctsz,-126,0
1306,Atp5e,117,0
1307,Gm6710,0,5.07E-06
1308,Gm14305,0,5.07E-06
1309,Gm14295,0,5.07E-06
1310,Gm14296,0,5.07E-06
1311,Gm14403,-1,0
1312,Gm14322,0,5.07E-06
1313,Gm14327,0,3.29E-05
1314,Gm14326,0,5.07E-06
1315,Zfp931,0,5.07E-06
1316,Lsm14b,0,5.07E-06
1317,Psma7,-1,2.02E-06
1318,Mtg2,0,5.07E-06
1319,Osbpl2,0,5.07E-06
1320,Adrm1,0,5.07E-06
1321,Lama5,0,5.07E-06
1322,Rps21,142,0
1323,Cables2,0,5.07E-06
1324,Mrgbp,0,5.07E-06
1325,Ogfr,0,5.07E-06
1326,Dido1,0,5.07E-06
1327,Gid8,0,5.07E-06
1328,Ythdf1,0,5.07E-06
1329,Nkain4,0,5.07E-06
1330,Arfgap1,0,5.07E-06
1331,Ppdpf,0,5.07E-06
1332,Ptk6,0,5.07E-06
1333,Helz2,0,5.07E-06
1334,Gmeb2,0,5.07E-06
1335,Arfrp1,0,5.07E-06
1336,Zgpat,0,5.07E-06
1337,Zbtb46,0,5.07E-06
1338,Tpd52l2,0,5.07E-06
1339,Dnajc5,0,5.07E-06
1340,Uckl1,0,5.07E-06
1341,Zfp512b,0,5.07E-06
1342,Prpf6,0,5.07E-06
1343,Samd10,0,5.07E-06
1344,Sox18,-4,0
1345,Rgs19,0,5.07E-06
1346,Pcmtd2,0,5.07E-06
1347,Polr3k,0,5.07E-06
1348,Shroom4,0,5.07E-06
1349,Ccdc22,0,5.07E-06
1350,Plp2,0,5.07E-06
1351,Magix,0,5.07E-06
1352,Gpkow,0,5.07E-06
1353,Wdr45,-130,0
1354,Praf2,0,5.07E-06
1355,Tfe3,0,5.07E-06
1356,Gripap1,0,5.07E-06
1357,Otud5,0,5.07E-06
1358,Pim2,0,5.07E-06
1359,Slc35a2,0,5.07E-06
1360,Pqbp1,0,5.07E-06
1361,Timm17b,0,5.07E-06
1362,Suv39h1,0,5.07E-06
1363,Was,19,0
1364,Wdr13,0,5.07E-06
1365,Rbm3,123,0
1366,Tbc1d25,0,5.07E-06
1367,Ebp,0,5.07E-06
1368,Porcn,0,5.07E-06
1369,Ftsj1,0,5.07E-06
1370,Cybb,-10,0
1371,Dynlt3,0,5.07E-06
1372,Srpx,0,5.07E-06
1373,Tspan7,-2,-6.69E-05
1374,Mid1ip1,138,0
1375,Bcor,0,5.07E-06
1376,Atp6ap2,0,5.07E-06
1377,1810030O07Rik,0,5.07E-06
1378,Med14,0,5.07E-06
1379,Usp9x,0,5.07E-06
1380,Ddx3x,0,5.07E-06
1381,Cask,0,5.07E-06
1382,Maoa,0,5.07E-06
1383,Maob,0,5.07E-06
1384,Fundc1,0,5.07E-06
1385,Kdm6a,0,5.07E-06
1386,Chst7,0,5.07E-06
1387,Rp2,0,5.07E-06
1388,Ndufb11,39,-7.70E-05
1389,Rbm10,0,5.07E-06
1390,Uba1,0,5.07E-06
1391,Cdk16,0,5.07E-06
1392,Araf,0,5.07E-06
1393,Timp1,1,0
1394,Cfp,-1,0
1395,Elk1,0,5.07E-06
1396,Uxt,0,5.07E-06
1397,Zfp182,0,5.07E-06
1398,Klhl13,0,5.07E-06
1399,Wdr44,0,5.07E-06
1400,Dock11,0,5.07E-06
1401,Il13ra1,0,5.07E-06
1402,Pgrmc1,-60,0
1403,Slc25a5,92,4.82E-05
1404,C330007P06Rik,0,5.07E-06
1405,Ube2a,0,5.07E-06
1406,Nkrf,1,0
1407,Rpl39,90,4.14E-05
1408,Upf3b,0,5.07E-06
1409,Nkap,0,5.07E-06
1410,Ndufa1,23,4.95E-05
1411,Rnf113a1,0,5.07E-06
1412,Lamp2,-59,0
1413,Cul4b,0,5.07E-06
1414,Mcts1,0,5.07E-06
1415,C1galt1c1,0,5.07E-06
1416,Gria3,5,0
1417,Thoc2,0,5.07E-06
1418,Xiap,0,5.07E-06
1419,Stag2,0,5.07E-06
1420,Ocrl,0,5.07E-06
1421,Apln,0,5.07E-06
1422,Sash3,0,5.07E-06
1423,Zdhhc9,0,5.07E-06
1424,Utp14a,0,5.07E-06
1425,Bcorl1,0,5.07E-06
1426,Elf4,0,5.07E-06
1427,Aifm1,0,5.07E-06
1428,Zfp280c,0,5.07E-06
1429,Slc25a14,0,5.07E-06
1430,Rbmx2,0,5.07E-06
1431,Enox2,0,5.07E-06
1432,Stk26,-1,0
1433,Rap2c,0,5.07E-06
1434,Gpc3,-2,-1.99E-06
1435,Phf6,0,5.07E-06
1436,Hprt,0,5.07E-06
1437,Mospd1,0,5.07E-06
1438,Xlr,15,0
1439,Mmgt1,0,5.07E-06
1440,Slc9a6,0,5.07E-06
1441,Fhl1,-175,0
1442,Htatsf1,0,5.07E-06
1443,Arhgef6,0,5.07E-06
1444,Rbmx,0,5.07E-06
1445,Atp11c,0,5.07E-06
1446,Fmr1,0,5.07E-06
1447,Ids,6,2.34E-05
1448,1110012L19Rik,0,5.07E-06
1449,Mtm1,0,5.07E-06
1450,Mtmr1,0,5.07E-06
1451,Cd99l2,0,5.07E-06
1452,Hmgb3,0,5.07E-06
1453,Vma21,0,5.07E-06
1454,Prrg3,0,5.07E-06
1455,Gabra3,0,5.07E-06
1456,Cetn2,0,5.07E-06
1457,Nsdhl,0,5.07E-06
1458,Xlr4b,0,5.07E-06
1459,F8a,0,5.07E-06
1460,Zfp275,0,5.07E-06
1461,Haus7,0,5.07E-06
1462,Bgn,0,5.07E-06
1463,Slc6a8,0,5.07E-06
1464,Bcap31,6,8.78E-05
1465,Abcd1,0,5.07E-06
1466,Srpk3,0,5.07E-06
1467,Idh3g,0,5.07E-06
1468,Ssr4,61,0
1469,L1cam,0,5.07E-06
1470,Arhgap4,0,5.07E-06
1471,Naa10,0,5.07E-06
1472,Renbp,0,5.07E-06
1473,Hcfc1,0,5.07E-06
1474,Irak1,0,5.07E-06
1475,Mecp2,0,5.07E-06
1476,Flna,0,5.07E-06
1477,Emd,0,5.07E-06
1478,Rpl10,68,2.58E-06
1479,Dnase1l1,0,5.07E-06
1480,Taz,0,5.07E-06
1481,Atp6ap1,-1,2.79E-06
1482,Gdi1,0,5.07E-06
1483,Fam50a,0,5.07E-06
1484,Lage3,0,5.07E-06
1485,Ubl4a,0,5.07E-06
1486,Slc10a3,0,5.07E-06
1487,Fam3a,0,5.07E-06
1488,Ikbkg,0,5.07E-06
1489,G6pdx,0,5.07E-06
1490,Gab3,1,0
1491,Dkc1,0,5.07E-06
1492,Mpp1,-68,0
1493,Fundc2,0,5.07E-06
1494,Cmc4,0,5.07E-06
1495,Brcc3,0,5.07E-06
1496,Vbp1,0,5.07E-06
1497,Pls3,-99,0
1498,Tbl1x,0,5.07E-06
1499,Prkx,0,5.07E-06
1500,Prrg1,0,5.07E-06
1501,Tmem47,0,5.07E-06
1502,Dmd,0,5.07E-06
1503,Tab3,0,5.07E-06
1504,Gk,0,5.07E-06
1505,5430427O19Rik,-12,0
1506,Pdk3,0,5.07E-06
1507,Zfx,0,5.07E-06
1508,Eif2s3x,0,5.07E-06
1509,Klhl15,0,5.07E-06
1510,Apoo,0,5.07E-06
1511,Maged1,0,5.07E-06
1512,Zxdb,0,5.07E-06
1513,Amer1,0,5.07E-06
1514,Las1l,0,5.07E-06
1515,Msn,-80,-4.59E-05
1516,Heph,0,5.07E-06
1517,Ar,34,0
1518,Ophn1,0,5.07E-06
1519,Yipf6,0,5.07E-06
1520,Stard8,0,5.07E-06
1521,Efnb1,0,5.07E-06
1522,Pja1,0,5.07E-06
1523,Igbp1,0,5.07E-06
1524,Pdzd11,0,5.07E-06
1525,Snx12,0,5.07E-06
1526,Il2rg,0,5.07E-06
1527,Med12,0,5.07E-06
1528,Zmym3,0,5.07E-06
1529,Nono,0,5.07E-06
1530,Taf1,0,5.07E-06
1531,Ogt,0,5.07E-06
1532,Nhsl2,34,0
1533,Pin4,0,5.07E-06
1534,Rps4x,55,-4.13E-05
1535,Hdac8,0,5.07E-06
1536,Slc16a2,0,5.07E-06
1537,Rlim,0,5.07E-06
1538,Abcb7,0,5.07E-06
1539,Pbdc1,0,5.07E-06
1540,Magee1,-1,0
1541,Atrx,0,5.07E-06
1542,Magt1,0,5.07E-06
1543,Cox7b,156,0
1544,Atp7a,0,5.07E-06
1545,Tlr13,12,5.06E-05
1546,Pgk1,0,5.07E-06
1547,Taf9b,0,5.07E-06
1548,Cysltr1,0,5.07E-06
1549,P2ry10,0,5.07E-06
1550,Itm2a,0,5.07E-06
1551,2610002M06Rik,0,5.07E-06
1552,Hmgn5,0,5.07E-06
1553,Sh3bgrl,0,5.07E-06
1554,Gm6377,0,5.07E-06
1555,Apool,0,5.07E-06
1556,Chm,0,5.07E-06
1557,Cldn34c1,0,5.07E-06
1558,Diaph2,0,5.07E-06
1559,Tspan6,-12,-2.50E-05
1560,Srpx2,0,5.07E-06
1561,Cstf2,0,5.07E-06
1562,Trmt2b,0,5.07E-06
1563,Btk,0,5.07E-06
1564,Rpl36a,80,2.40E-05
1565,Gla,0,5.07E-06
1566,Hnrnph2,0,5.07E-06
1567,Armcx4,0,5.07E-06
1568,Armcx1,0,5.07E-06
1569,Armcx6,-4,0
1570,Armcx3,0,5.07E-06
1571,Armcx2,15,0
1572,Zmat1,0,5.07E-06
1573,Armcx5,0,5.07E-06
1574,Gprasp1,0,5.07E-06
1575,Bhlhb9,0,5.07E-06
1576,Arxes2,14,7.27E-05
1577,Bex4,67,4.92E-06
1578,Tceal8,-36,-9.29E-05
1579,Tceal1,0,5.07E-06
1580,Morf4l2,0,5.07E-06
1581,Tmsb15l,0,5.07E-06
1582,Tmsb15b1,0,5.07E-06
1583,Slc25a53,0,5.07E-06
1584,Rnf128,-11,0
1585,Prps1,0,5.07E-06
1586,Tsc22d3,0,5.07E-06
1587,Mid2,0,5.07E-06
1588,Psmd10,0,5.07E-06
1589,Atg4a,0,5.07E-06
1590,Col4a5,-124,0
1591,Nxt2,0,5.07E-06
1592,Acsl4,0,5.07E-06
1593,Tmem164,6,1.73E-05
1594,Ammecr1,-1,0
1595,Chrdl1,1,0
1596,Alg13,0,5.07E-06
1597,Tmem29,0,5.07E-06
1598,Apex2,0,5.07E-06
1599,Maged2,0,5.07E-06
1600,Gnl3l,0,5.07E-06
1601,Tsr2,0,5.07E-06
1602,Phf8,0,5.07E-06
1603,Huwe1,0,5.07E-06
1604,Hsd17b10,110,0
1605,Smc1a,0,5.07E-06
1606,Iqsec2,0,5.07E-06
1607,Kdm5c,0,5.07E-06
1608,Tspyl2,0,5.07E-06
1609,Mageh1,0,5.07E-06
1610,Ubqln2,0,5.07E-06
1611,07-01-2020,27,2.81E-06
1612,Acot9,-20,-4.14E-05
1613,Prdx4,0,5.07E-06
1614,Sms,0,5.07E-06
1615,Mbtps2,0,5.07E-06
1616,Rps6ka3,0,5.07E-06
1617,Eif1ax,0,5.07E-06
1618,Sh3kbp1,-1,2.81E-06
1619,Pdha1,0,5.07E-06
1620,Phka2,0,5.07E-06
1621,Cdkl5,-57,0
1622,Rai2,0,5.07E-06
1623,Reps2,0,5.07E-06
1624,Rbbp7,0,5.07E-06
1625,Txlng,0,5.07E-06
1626,Syap1,0,5.07E-06
1627,Ctps2,0,5.07E-06
1628,Ap1s2,0,5.07E-06
1629,Zrsr2,0,5.07E-06
1630,Car5b,0,5.07E-06
1631,Pir,0,5.07E-06
1632,Mospd2,0,5.07E-06
1633,Gemin8,0,5.07E-06
1634,Gpm6b,1,2.20E-05
1635,Ofd1,0,5.07E-06
1636,Trappc2,0,5.07E-06
